"","ID","sex.off","type.off","class.cor.off","year.off","BirthYear.off","birthyear.int.off","InterpAge.x","Respawner.off","dam","respawner.info.x","sex.dam","type.dam","class.cor.dam","year.dam","BirthYear.dam","birthyear.int.dam","sire","InterpAge.y","Respawner.dam","respawner.info.y","sex.sire","type.sire","class.cor.sire","year.sire","LLRdam","LLRsire","LLRpair","OHdam","OHsire","MEpair","BirthYear.sire","birthyear.int.sire","InterpAge","Respawner.sire","respawner.info"
"12267","Uts_17_2y_1302","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_089",NA,NA,NA,"M","Adult","Adult",2014,NA,3.61,NA,NA,0,NA,2006,2006,4,0,NA
"12268","Uts_17_2y_1692","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_091",NA,NA,NA,"M","Adult","Adult",2014,NA,2.86,NA,NA,0,NA,2006,2006,4,0,NA
"12269","Uts_17_2y_1693","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12270","Uts_17_2y_1694","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12271","Uts_17_2y_1695","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_091",NA,NA,NA,"M","Adult","Adult",2014,NA,5.8,NA,NA,0,NA,2006,2006,4,0,NA
"12272","Uts_17_2y_1696","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_027",NA,NA,NA,"M","Adult","Adult",2014,NA,4.39,NA,NA,0,NA,2008,2008,3,0,NA
"12273","Uts_17_2y_1697","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12274","Uts_17_2y_1698","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15_2y_0109",NA,NA,NA,"M","Offspring","2-3+",2015,NA,2.26,NA,NA,0,NA,2013,2013,NA,NA,NA
"12275","Uts_17_2y_1775","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_041",NA,NA,NA,"M","Adult","Adult",2014,NA,7.71,NA,NA,0,NA,2008,2009,1,0,NA
"12276","Uts_17_2y_1777","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_089",NA,NA,NA,"M","Adult","Adult",2014,NA,5.36,NA,NA,0,NA,2006,2006,4,0,NA
"12277","Uts_17_2y_1779","M","Offspring","2-3+",2017,2015,2015,NA,NA,"Uts_14A_050",NA,"F","Adult","Adult",2014,2009,2009,NA,2,0,NA,NA,NA,NA,NA,3.24,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12278","Uts_17_2y_1780","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12279","Uts_17_2y_1781","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12280","Uts_17_2y_1782","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_091",NA,NA,NA,"M","Adult","Adult",2014,NA,2.53,NA,NA,0,NA,2006,2006,4,0,NA
"12281","Uts_17_2y_1967","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12282","Uts_17_2y_1969","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12283","Uts_17_2y_1970","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12284","Uts_17_2y_1971","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_083",NA,NA,NA,"M","Adult","Adult",2014,NA,3.18,NA,NA,0,NA,2010,2010,1,0,NA
"12285","Uts_17_2y_1972","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12286","Uts_17_2y_1973","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12287","Uts_17_2y_1974","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12288","Uts_17_2y_1975","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_091",NA,NA,NA,"M","Adult","Adult",2014,NA,3.18,NA,NA,0,NA,2006,2006,4,0,NA
"12289","Uts_17_2y_1976","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12290","Uts_17_2y_1977","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12291","Uts_17_2y_1978","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12292","Uts_17_2y_1979","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12293","Uts_17_2y_1980","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12294","Uts_17_2y_1981","F","Offspring","2-3+",2017,2015,2015,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12295","Uts_17_2y_2473","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12296","Uts_17_2y_2474","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12297","Uts_17_2y_2475","M","Offspring","2-3+",2017,2015,2015,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_15A_029",5,1,30,"M","Adult","Adult",2015,4.78,0.38,3.26,0,1,1,2009,2009,2,0,NA
"12298","Uts_17_2y_2478","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15_2y_0008",NA,NA,NA,"M","Offspring","2-3+",2015,NA,1.71,NA,NA,0,NA,2013,2013,NA,NA,NA
"12299","Uts_17_2y_2479","M","Offspring","2-3+",2017,2015,2015,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_15A_029",5,1,30,"M","Adult","Adult",2015,0.14,1.33,2.52,1,1,2,2009,2009,2,0,NA
"12300","Uts_17_2y_2480","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12301","Uts_17_2y_2481","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12302","Uts_17_2y_2908","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12303","Uts_17_2y_2909","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12304","Uts_17_2y_2911","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12305","Uts_17_2y_2912","F","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_025",NA,NA,NA,"M","Adult","Adult",2014,NA,5.1,NA,NA,0,NA,2010,2010,1,0,NA
"12306","Uts_17_2y_2913","M","Offspring","2-3+",2017,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12307","Uts_17_2y_2914","M","Offspring","2-3+",2017,2015,2015,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,"Uts_15A_006",2,0,NA,"M","Adult","Adult",2015,1.99,-1.25,3.13,0,1,1,2011,2011,1,0,NA
"12308","Uts_17_2y_2915","F","Offspring","2-3+",2017,2015,2015,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,4.28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12309","Uts_17_3y_0654","F","Offspring","2-3+",2017,2014,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_14A_088",NA,NA,NA,"M","Adult","Adult",2014,NA,2.85,NA,NA,0,NA,2007,2007,2,0,NA
"12310","Uts_17_3y_0655","F","Offspring","2-3+",2017,2014,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12311","Uts_17_3y_0847","F","Offspring","2-3+",2017,2014,2015,NA,NA,"Uts_14A_024",NA,"F","Adult","Adult",2014,2007,2007,"Uts_14A_091",3,0,NA,"M","Adult","Adult",2014,3,2.42,5.4,0,0,0,2006,2006,4,0,NA
"12312","Uts_17_3y_1305","F","Offspring","2-3+",2017,2014,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12313","Uts_17_3y_1699","F","Offspring","2-3+",2017,2014,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12314","Uts_17_3y_1785","F","Offspring","2-3+",2017,2014,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12315","Uts_18_0y_0001","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,2.09,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12316","Uts_18_0y_0002","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,3.15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12317","Uts_18_0y_0003","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12318","Uts_18_0y_0004","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12319","Uts_18_0y_0005","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12320","Uts_18_0y_0006","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12321","Uts_18_0y_0007","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12322","Uts_18_0y_0008","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12323","Uts_18_0y_0009","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12324","Uts_18_0y_0010","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,1.83,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12325","Uts_18_0y_0011","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12326","Uts_18_0y_0012","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12327","Uts_18_0y_0013","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12328","Uts_18_0y_0014","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12329","Uts_18_0y_0015","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_073",NA,"F","Adult","Adult",2017,2011,2011,NA,2,0,NA,NA,NA,NA,NA,2.69,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12330","Uts_18_0y_0016","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12331","Uts_18_0y_0017","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12332","Uts_18_0y_0018","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12333","Uts_18_0y_0019","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12334","Uts_18_0y_0020","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12335","Uts_18_0y_0021","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12336","Uts_18_0y_0022","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12337","Uts_18_0y_0023","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12338","Uts_18_0y_0024","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_15A_078",NA,"F","Adult","Adult",2015,2009,2009,"Uts_17A_011",2,0,NA,"M","Adult","Adult",2017,2.95,-0.97,1.95,0,1,1,2011,2012,1,0,NA
"12339","Uts_18_0y_0025","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12340","Uts_18_0y_0026","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12341","Uts_18_0y_0027","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,2.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12342","Uts_18_0y_0028","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12343","Uts_18_0y_0029","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_066",NA,"F","Adult","Adult",2017,2011,2011,NA,3,0,NA,NA,NA,NA,NA,3.28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12344","Uts_18_0y_0030","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12345","Uts_18_0y_0031","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12346","Uts_18_0y_0032","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_16A_091",NA,"F","Adult","Adult",2016,2011,2011,NA,2,0,NA,NA,NA,NA,NA,3.37,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12347","Uts_18_0y_0033","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12348","Uts_18_0y_0034","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_077",NA,"F","Adult","Adult",2017,2011,2011,NA,3,0,NA,NA,NA,NA,NA,4.36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12349","Uts_18_0y_0035","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_066",NA,"F","Adult","Adult",2017,2011,2011,NA,3,0,NA,NA,NA,NA,NA,3.84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12350","Uts_18_0y_0036","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_048",NA,NA,NA,"M","Adult","Adult",2015,NA,1.49,NA,NA,0,NA,2011,2011,1,0,NA
"12351","Uts_18_0y_0037","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12352","Uts_18_0y_0038","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12353","Uts_18_0y_0039","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12354","Uts_18_0y_0040","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12355","Uts_18_0y_0041","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12356","Uts_18_0y_0042","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12357","Uts_18_0y_0043","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_056",NA,"F","Adult","Adult",2017,2011,2011,NA,3,0,NA,NA,NA,NA,NA,3.55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12358","Uts_18_0y_0044","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12359","Uts_18_0y_0045","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_17A_006",NA,NA,NA,"M","Adult","Adult",2017,NA,1.66,NA,NA,0,NA,2013,2013,1,0,NA
"12360","Uts_18_0y_0046","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,3.97,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12361","Uts_18_0y_0047","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,"Uts_17A_011",2,0,NA,"M","Adult","Adult",2017,3.11,4.73,6.05,0,0,0,2011,2012,1,0,NA
"12362","Uts_18_0y_0048","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12363","Uts_18_0y_0049","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_073",NA,"F","Adult","Adult",2017,2011,2011,NA,2,0,NA,NA,NA,NA,NA,2.84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12364","Uts_18_0y_0050","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12365","Uts_18_0y_0051","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_17A_057",NA,NA,NA,"M","Adult","Adult",2017,NA,3.06,NA,NA,0,NA,2012,2012,2,0,NA
"12366","Uts_18_0y_0052","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12367","Uts_18_0y_0053","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,2.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12368","Uts_18_0y_0054","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,2.37,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12369","Uts_18_0y_0055","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,2.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12370","Uts_18_0y_0056","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12371","Uts_18_0y_0057","F","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12372","Uts_18_0y_0058","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_066",NA,"F","Adult","Adult",2017,2011,2011,"Uts_17A_028",3,0,NA,"M","Adult","Adult",2017,5.56,3.55,6.52,0,0,0,2010,2010,3,0,NA
"12373","Uts_18_0y_0059","M","Offspring","0+",2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12374","Uts_18_0y_0060","M","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_066",NA,"F","Adult","Adult",2017,2011,2011,"Uts_17A_015",3,0,NA,"M","Adult","Adult",2017,4.1,4.14,6.32,0,0,0,2010,2010,3,0,NA
"12375","Uts_18_0y_0061","F","Offspring","0+",2018,2018,2018,NA,NA,"Uts_17A_077",NA,"F","Adult","Adult",2017,2011,2011,NA,3,0,NA,NA,NA,NA,NA,4.69,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
